RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger;;
2864;2020/09/11 12:43:00;-19,7;40.8
2865;2020/09/11 12:44:00;-19,7;40.8
2866;2020/09/11 12:45:00;-19,7;40.7
2867;2020/09/11 12:46:00;-19,7;40.6
2868;2020/09/11 12:47:00;-19,7;40.6
2869;2020/09/11 12:48:00;-19,6;40.6
2870;2020/09/11 12:49:00;-19,6;40.5
2871;2020/09/11 12:50:00;-19,6;40.5
2872;2020/09/11 12:51:00;-19,6;40.5
2873;2020/09/11 12:52:00;-19,6;40.5
2874;2020/09/11 12:53:00;-19,6;40.4
2875;2020/09/11 12:54:00;-19,6;40.4
2876;2020/09/11 12:55:00;-19,6;40.4
2877;2020/09/11 12:56:00;-19,6;40.4
2878;2020/09/11 12:57:00;-19,6;40.3
2879;2020/09/11 12:58:00;-19,5;40.3
2880;2020/09/11 12:59:00;-19,5;40.3
2881;2020/09/11 13:00:00;-19,5;40.3
2882;2020/09/11 13:01:00;-19,5;40.3
2883;2020/09/11 13:02:00;-19,5;40.2
2884;2020/09/11 13:03:00;-19,5;40.2
2885;2020/09/11 13:04:00;-19,5;40.1
2886;2020/09/11 13:05:00;-19,5;40.1
2887;2020/09/11 13:06:00;-19,5;40
2888;2020/09/11 13:07:00;-19,4;39.9
2889;2020/09/11 13:08:00;-19,4;39.8
2890;2020/09/11 13:09:00;-19,4;39.8
2891;2020/09/11 13:10:00;-19,4;39.7
2892;2020/09/11 13:11:00;-19,4;39.5
2893;2020/09/11 13:12:00;-19,4;39.4
2894;2020/09/11 13:13:00;-19,3;39.3
2895;2020/09/11 13:14:00;-19,3;39.2
2896;2020/09/11 13:15:00;-19,3;39.1
2897;2020/09/11 13:16:00;-19,3;39
2898;2020/09/11 13:17:00;-19,3;39
2899;2020/09/11 13:18:00;-19,3;38.8
2900;2020/09/11 13:19:00;-19,3;38.8
2901;2020/09/11 13:20:00;-19,3;38.6
2902;2020/09/11 13:21:00;-19,3;38.5
2903;2020/09/11 13:22:00;-19,3;38.3
2904;2020/09/11 13:23:00;-19,3;38.3
2905;2020/09/11 13:24:00;-19,2;38.3
2906;2020/09/11 13:25:00;-19,2;38.2
2907;2020/09/11 13:26:00;-19,2;38.2
2908;2020/09/11 13:27:00;-19,2;38.1
2909;2020/09/11 13:28:00;-19,2;38.1
2910;2020/09/11 13:29:00;-19,1;38
2911;2020/09/11 13:30:00;-19,1;38
2912;2020/09/11 13:31:00;-19,1;37.9
2913;2020/09/11 13:32:00;-19,1;37.8
2914;2020/09/11 13:33:00;-19,1;37.8
2915;2020/09/11 13:34:00;-19;37.8
2916;2020/09/11 13:35:00;-19;37.8
2917;2020/09/11 13:36:00;-19;37.7
2918;2020/09/11 13:37:00;-19;37.6
2919;2020/09/11 13:38:00;-18,9;37.6
2920;2020/09/11 13:39:00;-18,9;37.5
2921;2020/09/11 13:40:00;-18,9;37.5
2922;2020/09/11 13:41:00;-18,9;37.4
2923;2020/09/11 13:42:00;-18,8;37.4
2924;2020/09/11 13:43:00;-18,8;37.3
2925;2020/09/11 13:44:00;-18,8;37.3
2926;2020/09/11 13:45:00;-18,8;37.3
2927;2020/09/11 13:46:00;-18,8;37.3
2928;2020/09/11 13:47:00;-18,8;37.3
2929;2020/09/11 13:48:00;-18,7;37.2
2930;2020/09/11 13:49:00;-18,7;37.2
2931;2020/09/11 13:50:00;-18,7;37.2
2932;2020/09/11 13:51:00;-18,7;37.2
2933;2020/09/11 13:52:00;-18,7;37.3
2934;2020/09/11 13:53:00;-18,6;37.3
2935;2020/09/11 13:54:00;-18,6;37.3
2936;2020/09/11 13:55:00;-18,6;37.3
2937;2020/09/11 13:56:00;-18,6;37.4
2938;2020/09/11 13:57:00;-18,6;37.4
2939;2020/09/11 13:58:00;-18,6;37.5
2940;2020/09/11 13:59:00;-18,6;37.5
2941;2020/09/11 14:00:00;-18,6;37.6
2942;2020/09/11 14:01:00;-18,6;37.6
2943;2020/09/11 14:02:00;-18,6;37.7
2944;2020/09/11 14:03:00;-18,6;37.7
2945;2020/09/11 14:04:00;-18,6;37.8
2946;2020/09/11 14:05:00;-18,6;37.8
2947;2020/09/11 14:06:00;-18,6;37.9
2948;2020/09/11 14:07:00;-18,6;37.9
2949;2020/09/11 14:08:00;-18,6;38
2950;2020/09/11 14:09:00;-18,6;38
2951;2020/09/11 14:10:00;-18,6;38.1
2952;2020/09/11 14:11:00;-18,6;38.1
2953;2020/09/11 14:12:00;-18,6;38.1
2954;2020/09/11 14:13:00;-18,6;38.2
2955;2020/09/11 14:14:00;-18,6;38.3
2956;2020/09/11 14:15:00;-18,6;38.3
2957;2020/09/11 14:16:00;-18,6;38.4
2958;2020/09/11 14:17:00;-18,6;38.4
2959;2020/09/11 14:18:00;-18,6;38.5
2960;2020/09/11 14:19:00;-18,6;38.5
2961;2020/09/11 14:20:00;-18,6;38.6
2962;2020/09/11 14:21:00;-18,6;38.6
2963;2020/09/11 14:22:00;-18,6;38.7
2964;2020/09/11 14:23:00;-18,6;38.8
2965;2020/09/11 14:24:00;-18,6;38.8
2966;2020/09/11 14:25:00;-18,6;38.8
2967;2020/09/11 14:26:00;-18,6;38.9
2968;2020/09/11 14:27:00;-18,6;38.9
2969;2020/09/11 14:28:00;-18,6;39
2970;2020/09/11 14:29:00;-18,6;39
2971;2020/09/11 14:30:00;-18,6;39.1
2972;2020/09/11 14:31:00;-18,6;39.1
2973;2020/09/11 14:32:00;-18,6;39.1
2974;2020/09/11 14:33:00;-18,6;39.2
2975;2020/09/11 14:34:00;-18,6;39.2
2976;2020/09/11 14:35:00;-18,6;39.3
2977;2020/09/11 14:36:00;-18,6;39.3
2978;2020/09/11 14:37:00;-18,6;39.3
2979;2020/09/11 14:38:00;-18,6;39.4
2980;2020/09/11 14:39:00;-18,6;39.4
2981;2020/09/11 14:40:00;-18,6;39.5
2982;2020/09/11 14:41:00;-18,6;39.5
2983;2020/09/11 14:42:00;-18,6;39.5
2984;2020/09/11 14:43:00;-18,6;39.6
2985;2020/09/11 14:44:00;-18,6;39.6
2986;2020/09/11 14:45:00;-18,6;39.6
2987;2020/09/11 14:46:00;-18,6;39.7
2988;2020/09/11 14:47:00;-18,7;39.7
2989;2020/09/11 14:48:00;-18,7;39.7
2990;2020/09/11 14:49:00;-18,7;39.8
2991;2020/09/11 14:50:00;-18,7;39.8
2992;2020/09/11 14:51:00;-18,7;39.8
2993;2020/09/11 14:52:00;-18,7;39.9
2994;2020/09/11 14:53:00;-18,7;39.9
2995;2020/09/11 14:54:00;-18,7;39.9
2996;2020/09/11 14:55:00;-18,7;40
2997;2020/09/11 14:56:00;-18,7;40
2998;2020/09/11 14:57:00;-18,7;40
2999;2020/09/11 14:58:00;-18,7;40.1
3000;2020/09/11 14:59:00;-18,7;40.1
3001;2020/09/11 15:00:00;-18,8;40.1
3002;2020/09/11 15:01:00;-18,8;40.1
3003;2020/09/11 15:02:00;-18,8;40.2
3004;2020/09/11 15:03:00;-18,8;40.2
3005;2020/09/11 15:04:00;-18,8;40.2
3006;2020/09/11 15:05:00;-18,8;40.2
3007;2020/09/11 15:06:00;-18,8;40.3
3008;2020/09/11 15:07:00;-18,8;40.3
3009;2020/09/11 15:08:00;-18,8;40.3
3010;2020/09/11 15:09:00;-18,8;40.3
3011;2020/09/11 15:10:00;-18,8;40.4
3012;2020/09/11 15:11:00;-18,8;40.4
3013;2020/09/11 15:12:00;-18,8;40.4
3014;2020/09/11 15:13:00;-18,8;40.4
3015;2020/09/11 15:14:00;-18,9;40.5
3016;2020/09/11 15:15:00;-18,9;40.5
3017;2020/09/11 15:16:00;-18,9;40.5
3018;2020/09/11 15:17:00;-18,9;40.5
3019;2020/09/11 15:18:00;-18,9;40.6
3020;2020/09/11 15:19:00;-18,9;40.6
3021;2020/09/11 15:20:00;-18,9;40.6
3022;2020/09/11 15:21:00;-18,9;40.6
3023;2020/09/11 15:22:00;-18,9;40.7
3024;2020/09/11 15:23:00;-18,9;40.7
3025;2020/09/11 15:24:00;-18,9;40.7
3026;2020/09/11 15:25:00;-18,9;40.7
3027;2020/09/11 15:26:00;-19;40.7
3028;2020/09/11 15:27:00;-19;40.8
3029;2020/09/11 15:28:00;-19;40.8
3030;2020/09/11 15:29:00;-19;40.8
3031;2020/09/11 15:30:00;-19;40.8
3032;2020/09/11 15:31:00;-19;40.9
3033;2020/09/11 15:32:00;-19;40.9
3034;2020/09/11 15:33:00;-19;40.9
3035;2020/09/11 15:34:00;-19;40.9
3036;2020/09/11 15:35:00;-19;40.9
3037;2020/09/11 15:36:00;-19;40.9
3038;2020/09/11 15:37:00;-19,1;41
3039;2020/09/11 15:38:00;-19,1;41
3040;2020/09/11 15:39:00;-19,1;41
3041;2020/09/11 15:40:00;-19,1;41
3042;2020/09/11 15:41:00;-19,1;41
3043;2020/09/11 15:42:00;-19,1;41
3044;2020/09/11 15:43:00;-19,1;41.1
3045;2020/09/11 15:44:00;-19,1;41.1
3046;2020/09/11 15:45:00;-19,1;41.1
3047;2020/09/11 15:46:00;-19,1;41.1
3048;2020/09/11 15:47:00;-19,1;41.1
3049;2020/09/11 15:48:00;-19,2;41.1
3050;2020/09/11 15:49:00;-19,2;41.1
3051;2020/09/11 15:50:00;-19,2;41.1
3052;2020/09/11 15:51:00;-19,2;41.1
3053;2020/09/11 15:52:00;-19,2;41.1
3054;2020/09/11 15:53:00;-19,2;41.2
3055;2020/09/11 15:54:00;-19,2;41.2
3056;2020/09/11 15:55:00;-19,2;41.2
3057;2020/09/11 15:56:00;-19,2;41.2
3058;2020/09/11 15:57:00;-19,2;41.2
3059;2020/09/11 15:58:00;-19,3;41.2
3060;2020/09/11 15:59:00;-19,3;41.2
3061;2020/09/11 16:00:00;-19,3;41.3
3062;2020/09/11 16:01:00;-19,3;41.3
3063;2020/09/11 16:02:00;-19,3;41.3
3064;2020/09/11 16:03:00;-19,3;41.3
3065;2020/09/11 16:04:00;-19,3;41.3
3066;2020/09/11 16:05:00;-19,3;41.3
3067;2020/09/11 16:06:00;-19,3;41.3
3068;2020/09/11 16:07:00;-19,3;41.3
3069;2020/09/11 16:08:00;-19,3;41.3
3070;2020/09/11 16:09:00;-19,3;41.3
3071;2020/09/11 16:10:00;-19,3;41.3
3072;2020/09/11 16:11:00;-19,3;41.3
3073;2020/09/11 16:12:00;-19,3;41.3
3074;2020/09/11 16:13:00;-19,3;41.3
3075;2020/09/11 16:14:00;-19,3;41.3
3076;2020/09/11 16:15:00;-19,3;41.3
3077;2020/09/11 16:16:00;-19,4;41.3
3078;2020/09/11 16:17:00;-19,4;41.3
3079;2020/09/11 16:18:00;-19,4;41.3
3080;2020/09/11 16:19:00;-19,4;41.3
3081;2020/09/11 16:20:00;-19,4;41.3
3082;2020/09/11 16:21:00;-19,4;41.3
3083;2020/09/11 16:22:00;-19,4;41.3
3084;2020/09/11 16:23:00;-19,4;41.3
3085;2020/09/11 16:24:00;-19,4;41.3
3086;2020/09/11 16:25:00;-19,5;41.3
3087;2020/09/11 16:26:00;-19,5;41.3
3088;2020/09/11 16:27:00;-19,5;41.3
3089;2020/09/11 16:28:00;-19,5;41.3
3090;2020/09/11 16:29:00;-19,5;41.3
3091;2020/09/11 16:30:00;-19,5;41.3
3092;2020/09/11 16:31:00;-19,5;41.3
3093;2020/09/11 16:32:00;-19,5;41.3
3094;2020/09/11 16:33:00;-19,5;41.2
3095;2020/09/11 16:34:00;-19,5;41.2
3096;2020/09/11 16:35:00;-19,6;41.2
3097;2020/09/11 16:36:00;-19,6;41.2
3098;2020/09/11 16:37:00;-19,6;41.2
3099;2020/09/11 16:38:00;-19,6;41.3
3100;2020/09/11 16:39:00;-19,6;41.3
3101;2020/09/11 16:40:00;-19,6;41.3
3102;2020/09/11 16:41:00;-19,6;41.3
3103;2020/09/11 16:42:00;-19,6;41.3
3104;2020/09/11 16:43:00;-19,5;41.3
3105;2020/09/11 16:44:00;-19,5;41.3
3106;2020/09/11 16:45:00;-19,5;41.3
3107;2020/09/11 16:46:00;-19,5;41.3
3108;2020/09/11 16:47:00;-19,5;41.3
3109;2020/09/11 16:48:00;-19,5;41.3
3110;2020/09/11 16:49:00;-19,5;41.3
3111;2020/09/11 16:50:00;-19,5;41.3
3112;2020/09/11 16:51:00;-19,5;41.3
3113;2020/09/11 16:52:00;-19,4;41.3
3114;2020/09/11 16:53:00;-19,4;41.3
3115;2020/09/11 16:54:00;-19,4;41.3
3116;2020/09/11 16:55:00;-19,4;41.3
3117;2020/09/11 16:56:00;-19,4;41.3
3118;2020/09/11 16:57:00;-19,4;41.3
3119;2020/09/11 16:58:00;-19,4;41.3
3120;2020/09/11 16:59:00;-19,3;41.3
3121;2020/09/11 17:00:00;-19,3;41.3
3122;2020/09/11 17:01:00;-19,3;41.4
3123;2020/09/11 17:02:00;-19,3;41.4
3124;2020/09/11 17:03:00;-19,3;41.4
3125;2020/09/11 17:04:00;-19,3;41.4
3126;2020/09/11 17:05:00;-19,3;41.4
3127;2020/09/11 17:06:00;-19,3;41.4
3128;2020/09/11 17:07:00;-19,3;41.4
3129;2020/09/11 17:08:00;-19,3;41.4
3130;2020/09/11 17:09:00;-19,3;41.4
3131;2020/09/11 17:10:00;-19,3;41.4
3132;2020/09/11 17:11:00;-19,3;41.3
3133;2020/09/11 17:12:00;-19,3;41.2
3134;2020/09/11 17:13:00;-19,3;41.2
3135;2020/09/11 17:14:00;-19,3;41.2
3136;2020/09/11 17:15:00;-19,3;41.2
3137;2020/09/11 17:16:00;-19,3;41.2
3138;2020/09/11 17:17:00;-19,3;41.2
3139;2020/09/11 17:18:00;-19,3;41.2
3140;2020/09/11 17:19:00;-19,3;41.2
3141;2020/09/11 17:20:00;-19,3;41.2
3142;2020/09/11 17:21:00;-19,3;41.1
3143;2020/09/11 17:22:00;-19,3;41.1
3144;2020/09/11 17:23:00;-19,3;41.1
3145;2020/09/11 17:24:00;-19,3;41.1
3146;2020/09/11 17:25:00;-19,3;41.1
3147;2020/09/11 17:26:00;-19,3;41.2
3148;2020/09/11 17:27:00;-19,3;41.2
3149;2020/09/11 17:28:00;-19,3;41.2
3150;2020/09/11 17:29:00;-19,3;41.1
3151;2020/09/11 17:30:00;-19,2;41.1
3152;2020/09/11 17:31:00;-19,2;41.1
3153;2020/09/11 17:32:00;-19,2;41.1
3154;2020/09/11 17:33:00;-19,2;41.1
3155;2020/09/11 17:34:00;-19,2;41.1
3156;2020/09/11 17:35:00;-19,2;41.1
3157;2020/09/11 17:36:00;-19,2;41.1
3158;2020/09/11 17:37:00;-19,2;41.1
3159;2020/09/11 17:38:00;-19,2;41.1
3160;2020/09/11 17:39:00;-19,2;41.1
3161;2020/09/11 17:40:00;-19,2;41
3162;2020/09/11 17:41:00;-19,2;41
3163;2020/09/11 17:42:00;-19,1;41
3164;2020/09/11 17:43:00;-19,1;41
3165;2020/09/11 17:44:00;-19,1;41
3166;2020/09/11 17:45:00;-19,1;40.9
3167;2020/09/11 17:46:00;-19,1;40.9
3168;2020/09/11 17:47:00;-19,1;40.9
3169;2020/09/11 17:48:00;-19,1;40.9
3170;2020/09/11 17:49:00;-19,1;40.9
3171;2020/09/11 17:50:00;-19,1;40.9
3172;2020/09/11 17:51:00;-19,1;40.8
3173;2020/09/11 17:52:00;-19;40.8
3174;2020/09/11 17:53:00;-19;40.7
3175;2020/09/11 17:54:00;-19;40.7
3176;2020/09/11 17:55:00;-19;40.7
3177;2020/09/11 17:56:00;-19;40.7
3178;2020/09/11 17:57:00;-19;40.7
3179;2020/09/11 17:58:00;-19;40.6
3180;2020/09/11 17:59:00;-18,9;40.6
3181;2020/09/11 18:00:00;-18,9;40.5
3182;2020/09/11 18:01:00;-18,9;40.5
3183;2020/09/11 18:02:00;-18,9;40.4
3184;2020/09/11 18:03:00;-18,9;40.4
3185;2020/09/11 18:04:00;-18,9;40.4
3186;2020/09/11 18:05:00;-18,9;40.3
3187;2020/09/11 18:06:00;-18,8;40.3
3188;2020/09/11 18:07:00;-18,8;40.3
3189;2020/09/11 18:08:00;-18,8;40.3
3190;2020/09/11 18:09:00;-18,8;40.3
3191;2020/09/11 18:10:00;-18,8;40.3
3192;2020/09/11 18:11:00;-18,8;40.3
3193;2020/09/11 18:12:00;-18,7;40.3
3194;2020/09/11 18:13:00;-18,7;40.3
3195;2020/09/11 18:14:00;-18,7;40.3
3196;2020/09/11 18:15:00;-18,7;40.3
3197;2020/09/11 18:16:00;-18,7;40.3
3198;2020/09/11 18:17:00;-18,6;40.4
3199;2020/09/11 18:18:00;-18,6;40.4
3200;2020/09/11 18:19:00;-18,6;40.4
3201;2020/09/11 18:20:00;-18,6;40.4
3202;2020/09/11 18:21:00;-18,6;40.4
3203;2020/09/11 18:22:00;-18,6;40.4
3204;2020/09/11 18:23:00;-18,6;40.4
3205;2020/09/11 18:24:00;-18,6;40.4
3206;2020/09/11 18:25:00;-18,6;40.4
3207;2020/09/11 18:26:00;-18,5;40.4
3208;2020/09/11 18:27:00;-18,5;40.4
3209;2020/09/11 18:28:00;-18,5;40.4
3210;2020/09/11 18:29:00;-18,5;40.4
3211;2020/09/11 18:30:00;-18,5;40.4
3212;2020/09/11 18:31:00;-18,4;40.4
3213;2020/09/11 18:32:00;-18,4;40.3
3214;2020/09/11 18:33:00;-18,4;40.3
3215;2020/09/11 18:34:00;-18,4;40.4
3216;2020/09/11 18:35:00;-18,4;40.4
3217;2020/09/11 18:36:00;-18,3;40.4
3218;2020/09/11 18:37:00;-18,3;40.4
3219;2020/09/11 18:38:00;-18,3;40.4
3220;2020/09/11 18:39:00;-18,3;40.4
3221;2020/09/11 18:40:00;-18,3;40.4
3222;2020/09/11 18:41:00;-18,3;40.4
3223;2020/09/11 18:42:00;-18,3;40.5
3224;2020/09/11 18:43:00;-18,2;40.5
3225;2020/09/11 18:44:00;-18,2;40.5
3226;2020/09/11 18:45:00;-18,2;40.5
3227;2020/09/11 18:46:00;-18,2;40.5
3228;2020/09/11 18:47:00;-18,2;40.6
3229;2020/09/11 18:48:00;-18,2;40.6
3230;2020/09/11 18:49:00;-18,2;40.6
3231;2020/09/11 18:50:00;-18,2;40.7
3232;2020/09/11 18:51:00;-18,2;40.7
3233;2020/09/11 18:52:00;-18,2;40.7
3234;2020/09/11 18:53:00;-18,2;40.8
3235;2020/09/11 18:54:00;-18,2;40.8
3236;2020/09/11 18:55:00;-18,2;40.8
3237;2020/09/11 18:56:00;-18,2;40.9
3238;2020/09/11 18:57:00;-18,1;40.9
3239;2020/09/11 18:58:00;-18,1;41
3240;2020/09/11 18:59:00;-18,1;41
3241;2020/09/11 19:00:00;-18,1;41.1
3242;2020/09/11 19:01:00;-18,1;41.1
3243;2020/09/11 19:02:00;-18,1;41.1
3244;2020/09/11 19:03:00;-18,1;41.2
3245;2020/09/11 19:04:00;-18,1;41.2
3246;2020/09/11 19:05:00;-18,1;41.2
3247;2020/09/11 19:06:00;-18,1;41.2
3248;2020/09/11 19:07:00;-18,1;41.3
3249;2020/09/11 19:08:00;-18,1;41.3
3250;2020/09/11 19:09:00;-18,1;41.4
3251;2020/09/11 19:10:00;-18,1;41.4
3252;2020/09/11 19:11:00;-18,1;41.4
3253;2020/09/11 19:12:00;-18,2;41.5
3254;2020/09/11 19:13:00;-18,2;41.5
3255;2020/09/11 19:14:00;-18,2;41.5
3256;2020/09/11 19:15:00;-18,2;41.6
3257;2020/09/11 19:16:00;-18,2;41.6
3258;2020/09/11 19:17:00;-18,2;41.6
3259;2020/09/11 19:18:00;-18,2;41.7
3260;2020/09/11 19:19:00;-18,2;41.7
3261;2020/09/11 19:20:00;-18,2;41.7
3262;2020/09/11 19:21:00;-18,2;41.7
3263;2020/09/11 19:22:00;-18,2;41.7
3264;2020/09/11 19:23:00;-18,2;41.8
3265;2020/09/11 19:24:00;-18,2;41.8
3266;2020/09/11 19:25:00;-18,2;41.8
3267;2020/09/11 19:26:00;-18,3;41.8
3268;2020/09/11 19:27:00;-18,3;41.8
3269;2020/09/11 19:28:00;-18,3;41.8
3270;2020/09/11 19:29:00;-18,3;41.8
3271;2020/09/11 19:30:00;-18,3;41.8
3272;2020/09/11 19:31:00;-18,3;41.8
3273;2020/09/11 19:32:00;-18,3;41.9
3274;2020/09/11 19:33:00;-18,3;41.9
3275;2020/09/11 19:34:00;-18,3;41.9
3276;2020/09/11 19:35:00;-18,3;41.9
3277;2020/09/11 19:36:00;-18,4;41.9
3278;2020/09/11 19:37:00;-18,4;41.9
3279;2020/09/11 19:38:00;-18,4;41.9
3280;2020/09/11 19:39:00;-18,4;42
3281;2020/09/11 19:40:00;-18,4;41.9
3282;2020/09/11 19:41:00;-18,4;42
3283;2020/09/11 19:42:00;-18,4;42
3284;2020/09/11 19:43:00;-18,4;42
3285;2020/09/11 19:44:00;-18,5;42
3286;2020/09/11 19:45:00;-18,5;42
3287;2020/09/11 19:46:00;-18,5;42.1
3288;2020/09/11 19:47:00;-18,5;42.1
3289;2020/09/11 19:48:00;-18,5;42.1
3290;2020/09/11 19:49:00;-18,5;42.1
3291;2020/09/11 19:50:00;-18,5;42.1
3292;2020/09/11 19:51:00;-18,5;42.2
3293;2020/09/11 19:52:00;-18,6;42.2
3294;2020/09/11 19:53:00;-18,6;42.2
3295;2020/09/11 19:54:00;-18,6;42.2
3296;2020/09/11 19:55:00;-18,6;42.2
3297;2020/09/11 19:56:00;-18,6;42.2
3298;2020/09/11 19:57:00;-18,6;42.2
3299;2020/09/11 19:58:00;-18,6;42.2
3300;2020/09/11 19:59:00;-18,6;42.2
3301;2020/09/11 20:00:00;-18,6;42.3
3302;2020/09/11 20:01:00;-18,6;42.3
3303;2020/09/11 20:02:00;-18,6;42.3
3304;2020/09/11 20:03:00;-18,6;42.3
3305;2020/09/11 20:04:00;-18,6;42.3
3306;2020/09/11 20:05:00;-18,7;42.3
3307;2020/09/11 20:06:00;-18,7;42.3
3308;2020/09/11 20:07:00;-18,7;42.4
3309;2020/09/11 20:08:00;-18,7;42.4
3310;2020/09/11 20:09:00;-18,7;42.4
3311;2020/09/11 20:10:00;-18,7;42.4
3312;2020/09/11 20:11:00;-18,8;42.4
3313;2020/09/11 20:12:00;-18,8;42.4
3314;2020/09/11 20:13:00;-18,8;42.5
3315;2020/09/11 20:14:00;-18,8;42.5
3316;2020/09/11 20:15:00;-18,8;42.5
3317;2020/09/11 20:16:00;-18,8;42.6
3318;2020/09/11 20:17:00;-18,8;42.6
3319;2020/09/11 20:18:00;-18,9;42.6
3320;2020/09/11 20:19:00;-18,9;42.6
3321;2020/09/11 20:20:00;-18,9;42.6
3322;2020/09/11 20:21:00;-18,9;42.6
3323;2020/09/11 20:22:00;-18,9;42.7
3324;2020/09/11 20:23:00;-18,9;42.7
3325;2020/09/11 20:24:00;-19;42.7
3326;2020/09/11 20:25:00;-19;42.8
3327;2020/09/11 20:26:00;-19;42.8
3328;2020/09/11 20:27:00;-19;42.8
3329;2020/09/11 20:28:00;-19;42.8
3330;2020/09/11 20:29:00;-19;42.8
3331;2020/09/11 20:30:00;-19;42.8
3332;2020/09/11 20:31:00;-19;42.8
3333;2020/09/11 20:32:00;-19,1;42.8
3334;2020/09/11 20:33:00;-19,1;42.8
3335;2020/09/11 20:34:00;-19,1;42.9
3336;2020/09/11 20:35:00;-19,1;42.8
3337;2020/09/11 20:36:00;-19,1;42.9
3338;2020/09/11 20:37:00;-19,1;42.9
3339;2020/09/11 20:38:00;-19,2;42.9
3340;2020/09/11 20:39:00;-19,2;42.9
3341;2020/09/11 20:40:00;-19,2;42.9
3342;2020/09/11 20:41:00;-19,2;42.9
3343;2020/09/11 20:42:00;-19,2;43
3344;2020/09/11 20:43:00;-19,2;43
3345;2020/09/11 20:44:00;-19,3;43
3346;2020/09/11 20:45:00;-19,3;43
3347;2020/09/11 20:46:00;-19,3;43
3348;2020/09/11 20:47:00;-19,3;43
3349;2020/09/11 20:48:00;-19,3;43.1
3350;2020/09/11 20:49:00;-19,3;43.1
3351;2020/09/11 20:50:00;-19,3;43.1
3352;2020/09/11 20:51:00;-19,3;43.1
3353;2020/09/11 20:52:00;-19,3;43.1
3354;2020/09/11 20:53:00;-19,3;43.1
3355;2020/09/11 20:54:00;-19,3;43.2
3356;2020/09/11 20:55:00;-19,3;43.2
3357;2020/09/11 20:56:00;-19,3;43.2
3358;2020/09/11 20:57:00;-19,4;43.2
3359;2020/09/11 20:58:00;-19,4;43.2
3360;2020/09/11 20:59:00;-19,4;43.2
3361;2020/09/11 21:00:00;-19,4;43.2
3362;2020/09/11 21:01:00;-19,4;43.3
3363;2020/09/11 21:02:00;-19,4;43.2
3364;2020/09/11 21:03:00;-19,4;43.2
3365;2020/09/11 21:04:00;-19,5;43.2
3366;2020/09/11 21:05:00;-19,5;43.2
3367;2020/09/11 21:06:00;-19,5;43.3
3368;2020/09/11 21:07:00;-19,5;43.3
3369;2020/09/11 21:08:00;-19,5;43.3
3370;2020/09/11 21:09:00;-19,5;43.3
3371;2020/09/11 21:10:00;-19,5;43.3
3372;2020/09/11 21:11:00;-19,5;43.4
3373;2020/09/11 21:12:00;-19,6;43.4
3374;2020/09/11 21:13:00;-19,6;43.4
3375;2020/09/11 21:14:00;-19,6;43.5
3376;2020/09/11 21:15:00;-19,6;43.5
3377;2020/09/11 21:16:00;-19,6;43.6
3378;2020/09/11 21:17:00;-19,6;43.7
3379;2020/09/11 21:18:00;-19,6;43.7
3380;2020/09/11 21:19:00;-19,6;43.8
3381;2020/09/11 21:20:00;-19,6;43.9
3382;2020/09/11 21:21:00;-19,5;44.1
3383;2020/09/11 21:22:00;-19,5;44.2
3384;2020/09/11 21:23:00;-19,5;44.5
3385;2020/09/11 21:24:00;-19,5;44.7
3386;2020/09/11 21:25:00;-19,4;44.9
3387;2020/09/11 21:26:00;-19,4;45
3388;2020/09/11 21:27:00;-19,3;45
3389;2020/09/11 21:28:00;-19,3;44.9
3390;2020/09/11 21:29:00;-19,3;45.1
3391;2020/09/11 21:30:00;-19,3;45.1
3392;2020/09/11 21:31:00;-19,2;45.4
3393;2020/09/11 21:32:00;-18,9;45.8
3394;2020/09/11 21:33:00;-18,3;45.7
3395;2020/09/11 21:34:00;-18,4;45.3
3396;2020/09/11 21:35:00;-18,5;45.1
3397;2020/09/11 21:36:00;-18,6;45
3398;2020/09/11 21:37:00;-18,6;44.9
3399;2020/09/11 21:38:00;-18,6;44.9
3400;2020/09/11 21:39:00;-18,6;44.8
3401;2020/09/11 21:40:00;-18,6;44.8
3402;2020/09/11 21:41:00;-18,6;44.7
3403;2020/09/11 21:42:00;-18,6;44.6
3404;2020/09/11 21:43:00;-18,6;44.5
3405;2020/09/11 21:44:00;-18,6;44.4
3406;2020/09/11 21:45:00;-18,5;44.3
3407;2020/09/11 21:46:00;-18,5;44.3
3408;2020/09/11 21:47:00;-18,5;44.2
3409;2020/09/11 21:48:00;-18,5;44.2
3410;2020/09/11 21:49:00;-18,5;44.2
3411;2020/09/11 21:50:00;-18,5;44.2
3412;2020/09/11 21:51:00;-18,4;44.3
3413;2020/09/11 21:52:00;-18,1;44.3
3414;2020/09/11 21:53:00;-17,4;44.1
3415;2020/09/11 21:54:00;-16,9;43.9
;2020/09/11 21:55:00;-16,8;
;2020/09/11 21:56:00;-16,6;
;2020/09/11 21:57:00;-16,5;
;2020/09/11 21:58:00;-16,2;
;2020/09/11 21:59:00;-16,1;
;2020/09/11 22:00:00;-16;
;2020/09/11 22:01:00;-16;
;2020/09/11 22:02:00;-16;
;2020/09/11 22:03:00;-15,9;
